"flight_date","total_landings"
"2023-12-17 00:00:00.000 Europe/Stockholm","228"
"2023-12-18 00:00:00.000 Europe/Stockholm","243"
"2023-12-19 00:00:00.000 Europe/Stockholm","225"
"2023-12-20 00:00:00.000 Europe/Stockholm","226"
"2023-12-21 00:00:00.000 Europe/Stockholm","243"
"2023-12-22 00:00:00.000 Europe/Stockholm","248"
"2023-12-23 00:00:00.000 Europe/Stockholm","181"
"2023-12-24 00:00:00.000 Europe/Stockholm","120"
"2023-12-25 00:00:00.000 Europe/Stockholm","110"
"2023-12-26 00:00:00.000 Europe/Stockholm","185"
"2023-12-27 00:00:00.000 Europe/Stockholm","201"
"2023-12-28 00:00:00.000 Europe/Stockholm","212"
"2023-12-29 00:00:00.000 Europe/Stockholm","229"
"2023-12-30 00:00:00.000 Europe/Stockholm","161"
"2023-12-31 00:00:00.000 Europe/Stockholm","145"
"2024-01-01 00:00:00.000 Europe/Stockholm","173"
"2024-01-02 00:00:00.000 Europe/Stockholm","201"
"2024-01-03 00:00:00.000 Europe/Stockholm","196"
"2024-01-04 00:00:00.000 Europe/Stockholm","206"
"2024-01-05 00:00:00.000 Europe/Stockholm","221"
"2024-01-06 00:00:00.000 Europe/Stockholm","163"
"2024-01-07 00:00:00.000 Europe/Stockholm","220"
"2024-01-08 00:00:00.000 Europe/Stockholm","229"
"2024-01-09 00:00:00.000 Europe/Stockholm","189"
"2024-01-10 00:00:00.000 Europe/Stockholm","177"
"2024-01-11 00:00:00.000 Europe/Stockholm","198"
"2024-01-12 00:00:00.000 Europe/Stockholm","214"
"2024-01-13 00:00:00.000 Europe/Stockholm","142"
"2024-01-14 00:00:00.000 Europe/Stockholm","209"
"2024-01-15 00:00:00.000 Europe/Stockholm","211"
"2024-01-16 00:00:00.000 Europe/Stockholm","183"
"2024-01-17 00:00:00.000 Europe/Stockholm","172"
"2024-01-18 00:00:00.000 Europe/Stockholm","204"
"2024-01-19 00:00:00.000 Europe/Stockholm","231"
"2024-01-20 00:00:00.000 Europe/Stockholm","153"
"2024-01-21 00:00:00.000 Europe/Stockholm","209"
"2024-01-22 00:00:00.000 Europe/Stockholm","207"
"2024-01-23 00:00:00.000 Europe/Stockholm","193"
"2024-01-24 00:00:00.000 Europe/Stockholm","183"
"2024-01-25 00:00:00.000 Europe/Stockholm","214"
"2024-01-26 00:00:00.000 Europe/Stockholm","225"
"2024-01-27 00:00:00.000 Europe/Stockholm","147"
"2024-01-28 00:00:00.000 Europe/Stockholm","219"
"2024-01-29 00:00:00.000 Europe/Stockholm","233"
"2024-01-30 00:00:00.000 Europe/Stockholm","184"
"2024-01-31 00:00:00.000 Europe/Stockholm","202"
"2024-02-01 00:00:00.000 Europe/Stockholm","217"
"2024-02-02 00:00:00.000 Europe/Stockholm","233"
"2024-02-03 00:00:00.000 Europe/Stockholm","162"
"2024-02-04 00:00:00.000 Europe/Stockholm","220"
"2024-02-05 00:00:00.000 Europe/Stockholm","233"
"2024-02-06 00:00:00.000 Europe/Stockholm","196"
"2024-02-07 00:00:00.000 Europe/Stockholm","202"
"2024-02-08 00:00:00.000 Europe/Stockholm","223"
"2024-02-09 00:00:00.000 Europe/Stockholm","245"
"2024-02-10 00:00:00.000 Europe/Stockholm","157"
"2024-02-11 00:00:00.000 Europe/Stockholm","228"
"2024-02-12 00:00:00.000 Europe/Stockholm","232"
"2024-02-13 00:00:00.000 Europe/Stockholm","190"
"2024-02-14 00:00:00.000 Europe/Stockholm","204"
"2024-02-15 00:00:00.000 Europe/Stockholm","235"
"2024-02-16 00:00:00.000 Europe/Stockholm","244"
"2024-02-17 00:00:00.000 Europe/Stockholm","157"
"2024-02-18 00:00:00.000 Europe/Stockholm","236"
"2024-02-19 00:00:00.000 Europe/Stockholm","245"
"2024-02-20 00:00:00.000 Europe/Stockholm","198"
"2024-02-21 00:00:00.000 Europe/Stockholm","209"
"2024-02-22 00:00:00.000 Europe/Stockholm","243"
"2024-02-23 00:00:00.000 Europe/Stockholm","256"
"2024-02-24 00:00:00.000 Europe/Stockholm","186"
"2024-02-25 00:00:00.000 Europe/Stockholm","241"
"2024-02-26 00:00:00.000 Europe/Stockholm","234"
"2024-02-27 00:00:00.000 Europe/Stockholm","207"
"2024-02-28 00:00:00.000 Europe/Stockholm","214"
"2024-02-29 00:00:00.000 Europe/Stockholm","240"
"2024-03-01 00:00:00.000 Europe/Stockholm","263"
"2024-03-02 00:00:00.000 Europe/Stockholm","185"
"2024-03-03 00:00:00.000 Europe/Stockholm","252"
"2024-03-04 00:00:00.000 Europe/Stockholm","248"
"2024-03-05 00:00:00.000 Europe/Stockholm","227"
"2024-03-06 00:00:00.000 Europe/Stockholm","236"
"2024-03-07 00:00:00.000 Europe/Stockholm","241"
"2024-03-08 00:00:00.000 Europe/Stockholm","524"
"2024-03-09 00:00:00.000 Europe/Stockholm","330"
"2024-03-10 00:00:00.000 Europe/Stockholm","480"
"2024-03-11 00:00:00.000 Europe/Stockholm","502"
"2024-03-12 00:00:00.000 Europe/Stockholm","445"
"2024-03-13 00:00:00.000 Europe/Stockholm","459"
"2024-03-14 00:00:00.000 Europe/Stockholm","516"
"2024-03-15 00:00:00.000 Europe/Stockholm","523"
"2024-03-16 00:00:00.000 Europe/Stockholm","337"
"2024-03-17 00:00:00.000 Europe/Stockholm","494"
"2024-03-18 00:00:00.000 Europe/Stockholm","518"
"2024-03-19 00:00:00.000 Europe/Stockholm","474"
"2024-03-20 00:00:00.000 Europe/Stockholm","470"
"2024-03-21 00:00:00.000 Europe/Stockholm","520"
"2024-03-22 00:00:00.000 Europe/Stockholm","546"
"2024-03-23 00:00:00.000 Europe/Stockholm","334"
"2024-03-24 00:00:00.000 Europe/Stockholm","475"
"2024-03-25 00:00:00.000 Europe/Stockholm","486"
"2024-03-26 00:00:00.000 Europe/Stockholm","438"
"2024-03-27 00:00:00.000 Europe/Stockholm","486"
"2024-03-28 00:00:00.000 Europe/Stockholm","490"
"2024-03-29 00:00:00.000 Europe/Stockholm","431"
"2024-03-30 00:00:00.000 Europe/Stockholm","317"
"2024-03-31 00:00:00.000 Europe/Stockholm","428"
"2024-04-01 00:00:00.000 Europe/Stockholm","464"
"2024-04-02 00:00:00.000 Europe/Stockholm","492"
"2024-04-03 00:00:00.000 Europe/Stockholm","528"
"2024-04-04 00:00:00.000 Europe/Stockholm","502"
"2024-04-05 00:00:00.000 Europe/Stockholm","526"
"2024-04-06 00:00:00.000 Europe/Stockholm","374"
"2024-04-07 00:00:00.000 Europe/Stockholm","526"
"2024-04-08 00:00:00.000 Europe/Stockholm","560"
"2024-04-09 00:00:00.000 Europe/Stockholm","534"
"2024-04-10 00:00:00.000 Europe/Stockholm","596"
"2024-04-11 00:00:00.000 Europe/Stockholm","568"
"2024-04-12 00:00:00.000 Europe/Stockholm","595"
"2024-04-13 00:00:00.000 Europe/Stockholm","389"
"2024-04-14 00:00:00.000 Europe/Stockholm","508"
"2024-04-15 00:00:00.000 Europe/Stockholm","556"
"2024-04-16 00:00:00.000 Europe/Stockholm","558"
"2024-04-17 00:00:00.000 Europe/Stockholm","582"
"2024-04-18 00:00:00.000 Europe/Stockholm","546"
"2024-04-19 00:00:00.000 Europe/Stockholm","584"
"2024-04-20 00:00:00.000 Europe/Stockholm","384"
"2024-04-21 00:00:00.000 Europe/Stockholm","499"
"2024-04-22 00:00:00.000 Europe/Stockholm","559"
"2024-04-23 00:00:00.000 Europe/Stockholm","544"
"2024-04-24 00:00:00.000 Europe/Stockholm","594"
"2024-04-25 00:00:00.000 Europe/Stockholm","542"
"2024-04-26 00:00:00.000 Europe/Stockholm","558"
"2024-04-27 00:00:00.000 Europe/Stockholm","394"
"2024-04-28 00:00:00.000 Europe/Stockholm","508"
"2024-04-29 00:00:00.000 Europe/Stockholm","542"
"2024-04-30 00:00:00.000 Europe/Stockholm","526"
"2024-05-01 00:00:00.000 Europe/Stockholm","474"
"2024-05-02 00:00:00.000 Europe/Stockholm","512"
"2024-05-03 00:00:00.000 Europe/Stockholm","556"
"2024-05-04 00:00:00.000 Europe/Stockholm","390"
"2024-05-05 00:00:00.000 Europe/Stockholm","518"
"2024-05-06 00:00:00.000 Europe/Stockholm","560"
"2024-05-07 00:00:00.000 Europe/Stockholm","540"
"2024-05-08 00:00:00.000 Europe/Stockholm","578"
"2024-05-09 00:00:00.000 Europe/Stockholm","482"
"2024-05-10 00:00:00.000 Europe/Stockholm","412"
"2024-05-11 00:00:00.000 Europe/Stockholm","410"
"2024-05-12 00:00:00.000 Europe/Stockholm","544"
"2024-05-13 00:00:00.000 Europe/Stockholm","600"
"2024-05-14 00:00:00.000 Europe/Stockholm","579"
"2024-05-15 00:00:00.000 Europe/Stockholm","606"
"2024-05-16 00:00:00.000 Europe/Stockholm","579"
"2024-05-17 00:00:00.000 Europe/Stockholm","606"
"2024-05-18 00:00:00.000 Europe/Stockholm","460"
"2024-05-19 00:00:00.000 Europe/Stockholm","542"
"2024-05-20 00:00:00.000 Europe/Stockholm","140"
"2024-05-21 00:00:00.000 Europe/Stockholm","448"
"2024-05-22 00:00:00.000 Europe/Stockholm","588"
"2024-05-23 00:00:00.000 Europe/Stockholm","552"
"2024-05-24 00:00:00.000 Europe/Stockholm","606"
"2024-05-25 00:00:00.000 Europe/Stockholm","423"
"2024-05-26 00:00:00.000 Europe/Stockholm","525"
"2024-05-27 00:00:00.000 Europe/Stockholm","602"
"2024-05-28 00:00:00.000 Europe/Stockholm","566"
"2024-05-29 00:00:00.000 Europe/Stockholm","628"
"2024-05-30 00:00:00.000 Europe/Stockholm","573"
"2024-05-31 00:00:00.000 Europe/Stockholm","618"
"2024-06-01 00:00:00.000 Europe/Stockholm","430"
"2024-06-02 00:00:00.000 Europe/Stockholm","546"
"2024-06-03 00:00:00.000 Europe/Stockholm","578"
"2024-06-04 00:00:00.000 Europe/Stockholm","573"
"2024-06-05 00:00:00.000 Europe/Stockholm","594"
"2024-06-06 00:00:00.000 Europe/Stockholm","521"
"2024-06-07 00:00:00.000 Europe/Stockholm","551"
"2024-06-08 00:00:00.000 Europe/Stockholm","440"
"2024-06-09 00:00:00.000 Europe/Stockholm","570"
"2024-06-10 00:00:00.000 Europe/Stockholm","612"
"2024-06-11 00:00:00.000 Europe/Stockholm","586"
"2024-06-12 00:00:00.000 Europe/Stockholm","625"
"2024-06-13 00:00:00.000 Europe/Stockholm","609"
"2024-06-14 00:00:00.000 Europe/Stockholm","626"
"2024-06-15 00:00:00.000 Europe/Stockholm","454"
"2024-06-16 00:00:00.000 Europe/Stockholm","598"
"2024-06-17 00:00:00.000 Europe/Stockholm","588"
"2024-06-18 00:00:00.000 Europe/Stockholm","564"
"2024-06-19 00:00:00.000 Europe/Stockholm","606"
"2024-06-20 00:00:00.000 Europe/Stockholm","552"
"2024-06-21 00:00:00.000 Europe/Stockholm","464"
"2024-06-22 00:00:00.000 Europe/Stockholm","434"
"2024-06-23 00:00:00.000 Europe/Stockholm","582"
"2024-06-24 00:00:00.000 Europe/Stockholm","575"
"2024-06-25 00:00:00.000 Europe/Stockholm","564"
"2024-06-26 00:00:00.000 Europe/Stockholm","132"
"2024-06-27 00:00:00.000 Europe/Stockholm","497"
"2024-06-28 00:00:00.000 Europe/Stockholm","561"
"2024-06-29 00:00:00.000 Europe/Stockholm","447"
"2024-06-30 00:00:00.000 Europe/Stockholm","570"
"2024-07-01 00:00:00.000 Europe/Stockholm","518"
"2024-07-02 00:00:00.000 Europe/Stockholm","512"
"2024-07-03 00:00:00.000 Europe/Stockholm","567"
"2024-07-04 00:00:00.000 Europe/Stockholm","511"
"2024-07-05 00:00:00.000 Europe/Stockholm","513"
"2024-07-06 00:00:00.000 Europe/Stockholm","440"
"2024-07-07 00:00:00.000 Europe/Stockholm","541"
"2024-07-08 00:00:00.000 Europe/Stockholm","543"
"2024-07-09 00:00:00.000 Europe/Stockholm","492"
"2024-07-10 00:00:00.000 Europe/Stockholm","531"
"2024-07-11 00:00:00.000 Europe/Stockholm","521"
"2024-07-12 00:00:00.000 Europe/Stockholm","491"
"2024-07-13 00:00:00.000 Europe/Stockholm","464"
"2024-07-14 00:00:00.000 Europe/Stockholm","543"
"2024-07-15 00:00:00.000 Europe/Stockholm","514"
"2024-07-16 00:00:00.000 Europe/Stockholm","514"
"2024-07-17 00:00:00.000 Europe/Stockholm","526"
"2024-07-18 00:00:00.000 Europe/Stockholm","514"
"2024-07-19 00:00:00.000 Europe/Stockholm","475"
"2024-07-20 00:00:00.000 Europe/Stockholm","445"
"2024-07-21 00:00:00.000 Europe/Stockholm","570"
"2024-07-22 00:00:00.000 Europe/Stockholm","552"
"2024-07-23 00:00:00.000 Europe/Stockholm","570"
"2024-07-24 00:00:00.000 Europe/Stockholm","614"
"2024-07-25 00:00:00.000 Europe/Stockholm","564"
"2024-07-26 00:00:00.000 Europe/Stockholm","568"
"2024-07-27 00:00:00.000 Europe/Stockholm","263"
"2024-07-28 00:00:00.000 Europe/Stockholm","294"
"2024-07-29 00:00:00.000 Europe/Stockholm","276"
"2024-07-30 00:00:00.000 Europe/Stockholm","285"
"2024-07-31 00:00:00.000 Europe/Stockholm","574"
"2024-08-01 00:00:00.000 Europe/Stockholm","564"
"2024-08-02 00:00:00.000 Europe/Stockholm","306"
"2024-08-03 00:00:00.000 Europe/Stockholm","246"
"2024-08-04 00:00:00.000 Europe/Stockholm","295"
"2024-08-05 00:00:00.000 Europe/Stockholm","276"
"2024-08-06 00:00:00.000 Europe/Stockholm","269"
"2024-08-07 00:00:00.000 Europe/Stockholm","536"
"2024-08-08 00:00:00.000 Europe/Stockholm","504"
"2024-08-09 00:00:00.000 Europe/Stockholm","550"
"2024-08-10 00:00:00.000 Europe/Stockholm","454"
"2024-08-11 00:00:00.000 Europe/Stockholm","598"
"2024-08-12 00:00:00.000 Europe/Stockholm","558"
"2024-08-13 00:00:00.000 Europe/Stockholm","564"
"2024-08-14 00:00:00.000 Europe/Stockholm","578"
"2024-08-15 00:00:00.000 Europe/Stockholm","568"
"2024-08-16 00:00:00.000 Europe/Stockholm","564"
"2024-08-17 00:00:00.000 Europe/Stockholm","454"
"2024-08-18 00:00:00.000 Europe/Stockholm","566"
"2024-08-19 00:00:00.000 Europe/Stockholm","588"
"2024-08-20 00:00:00.000 Europe/Stockholm","552"
"2024-08-21 00:00:00.000 Europe/Stockholm","578"
"2024-08-22 00:00:00.000 Europe/Stockholm","574"
"2024-08-23 00:00:00.000 Europe/Stockholm","594"
"2024-08-24 00:00:00.000 Europe/Stockholm","456"
"2024-08-25 00:00:00.000 Europe/Stockholm","570"
"2024-08-26 00:00:00.000 Europe/Stockholm","304"
"2024-08-27 00:00:00.000 Europe/Stockholm","274"
"2024-08-28 00:00:00.000 Europe/Stockholm","295"
"2024-08-29 00:00:00.000 Europe/Stockholm","283"
"2024-08-30 00:00:00.000 Europe/Stockholm","303"
"2024-08-31 00:00:00.000 Europe/Stockholm","209"
"2024-09-01 00:00:00.000 Europe/Stockholm","289"
"2024-09-02 00:00:00.000 Europe/Stockholm","311"
"2024-09-03 00:00:00.000 Europe/Stockholm","299"
"2024-09-04 00:00:00.000 Europe/Stockholm","309"
"2024-09-05 00:00:00.000 Europe/Stockholm","301"
"2024-09-06 00:00:00.000 Europe/Stockholm","303"
"2024-09-07 00:00:00.000 Europe/Stockholm","223"
"2024-09-08 00:00:00.000 Europe/Stockholm","280"
"2024-09-09 00:00:00.000 Europe/Stockholm","293"
"2024-09-10 00:00:00.000 Europe/Stockholm","296"
"2024-09-11 00:00:00.000 Europe/Stockholm","311"
"2024-09-12 00:00:00.000 Europe/Stockholm","303"
"2024-09-13 00:00:00.000 Europe/Stockholm","298"
"2024-09-14 00:00:00.000 Europe/Stockholm","220"
"2024-09-15 00:00:00.000 Europe/Stockholm","285"
"2024-09-16 00:00:00.000 Europe/Stockholm","296"
"2024-09-17 00:00:00.000 Europe/Stockholm","305"
"2024-09-18 00:00:00.000 Europe/Stockholm","318"
"2024-09-19 00:00:00.000 Europe/Stockholm","298"
"2024-09-20 00:00:00.000 Europe/Stockholm","310"
"2024-09-21 00:00:00.000 Europe/Stockholm","232"
"2024-09-22 00:00:00.000 Europe/Stockholm","281"
"2024-09-23 00:00:00.000 Europe/Stockholm","293"
"2024-09-24 00:00:00.000 Europe/Stockholm","295"
"2024-09-25 00:00:00.000 Europe/Stockholm","302"
"2024-09-26 00:00:00.000 Europe/Stockholm","289"
"2024-09-27 00:00:00.000 Europe/Stockholm","293"
"2024-09-28 00:00:00.000 Europe/Stockholm","205"
"2024-09-29 00:00:00.000 Europe/Stockholm","291"
"2024-09-30 00:00:00.000 Europe/Stockholm","293"
"2024-10-01 00:00:00.000 Europe/Stockholm","291"
"2024-10-02 00:00:00.000 Europe/Stockholm","301"
"2024-10-03 00:00:00.000 Europe/Stockholm","290"
"2024-10-04 00:00:00.000 Europe/Stockholm","294"
"2024-10-05 00:00:00.000 Europe/Stockholm","212"
"2024-10-06 00:00:00.000 Europe/Stockholm","281"
"2024-10-07 00:00:00.000 Europe/Stockholm","284"
"2024-10-08 00:00:00.000 Europe/Stockholm","297"
"2024-10-09 00:00:00.000 Europe/Stockholm","295"
"2024-10-10 00:00:00.000 Europe/Stockholm","285"
"2024-10-11 00:00:00.000 Europe/Stockholm","295"
"2024-10-12 00:00:00.000 Europe/Stockholm","196"
"2024-10-13 00:00:00.000 Europe/Stockholm","274"
"2024-10-14 00:00:00.000 Europe/Stockholm","282"
"2024-10-15 00:00:00.000 Europe/Stockholm","284"
"2024-10-16 00:00:00.000 Europe/Stockholm","298"
"2024-10-17 00:00:00.000 Europe/Stockholm","289"
"2024-10-18 00:00:00.000 Europe/Stockholm","216"
"2024-10-19 00:00:00.000 Europe/Stockholm","80"
"2024-10-20 00:00:00.000 Europe/Stockholm","155"
"2024-10-21 00:00:00.000 Europe/Stockholm","290"
"2024-10-22 00:00:00.000 Europe/Stockholm","294"
"2024-10-23 00:00:00.000 Europe/Stockholm","304"
"2024-10-24 00:00:00.000 Europe/Stockholm","300"
"2024-10-25 00:00:00.000 Europe/Stockholm","300"
"2024-10-26 00:00:00.000 Europe/Stockholm","211"
"2024-10-27 00:00:00.000 Europe/Stockholm","252"
"2024-10-28 00:00:00.000 Europe/Stockholm","256"
"2024-10-29 00:00:00.000 Europe/Stockholm","228"
"2024-10-30 00:00:00.000 Europe/Stockholm","233"
"2024-10-31 00:00:00.000 Europe/Stockholm","256"
"2024-11-01 00:00:00.000 Europe/Stockholm","228"
"2024-11-02 00:00:00.000 Europe/Stockholm","177"
"2024-11-03 00:00:00.000 Europe/Stockholm","244"
"2024-11-04 00:00:00.000 Europe/Stockholm","259"
"2024-11-05 00:00:00.000 Europe/Stockholm","216"
"2024-11-06 00:00:00.000 Europe/Stockholm","212"
"2024-11-07 00:00:00.000 Europe/Stockholm","235"
"2024-11-08 00:00:00.000 Europe/Stockholm","232"
"2024-11-09 00:00:00.000 Europe/Stockholm","144"
"2024-11-10 00:00:00.000 Europe/Stockholm","220"
"2024-11-11 00:00:00.000 Europe/Stockholm","236"
"2024-11-12 00:00:00.000 Europe/Stockholm","213"
"2024-11-13 00:00:00.000 Europe/Stockholm","220"
"2024-11-14 00:00:00.000 Europe/Stockholm","231"
"2024-11-15 00:00:00.000 Europe/Stockholm","230"
"2024-11-16 00:00:00.000 Europe/Stockholm","142"
"2024-11-17 00:00:00.000 Europe/Stockholm","220"
"2024-11-18 00:00:00.000 Europe/Stockholm","234"
"2024-11-19 00:00:00.000 Europe/Stockholm","207"
"2024-11-20 00:00:00.000 Europe/Stockholm","209"
"2024-11-21 00:00:00.000 Europe/Stockholm","212"
"2024-11-22 00:00:00.000 Europe/Stockholm","225"
"2024-11-23 00:00:00.000 Europe/Stockholm","149"
"2024-11-24 00:00:00.000 Europe/Stockholm","199"
"2024-11-25 00:00:00.000 Europe/Stockholm","237"
"2024-11-26 00:00:00.000 Europe/Stockholm","209"
"2024-11-27 00:00:00.000 Europe/Stockholm","210"
"2024-11-28 00:00:00.000 Europe/Stockholm","236"
"2024-11-29 00:00:00.000 Europe/Stockholm","230"
"2024-11-30 00:00:00.000 Europe/Stockholm","136"
"2024-12-01 00:00:00.000 Europe/Stockholm","206"
"2024-12-02 00:00:00.000 Europe/Stockholm","218"
"2024-12-03 00:00:00.000 Europe/Stockholm","186"
"2024-12-04 00:00:00.000 Europe/Stockholm","200"
"2024-12-05 00:00:00.000 Europe/Stockholm","226"
"2024-12-06 00:00:00.000 Europe/Stockholm","215"
"2024-12-07 00:00:00.000 Europe/Stockholm","127"
"2024-12-08 00:00:00.000 Europe/Stockholm","195"
"2024-12-09 00:00:00.000 Europe/Stockholm","208"
"2024-12-10 00:00:00.000 Europe/Stockholm","178"
"2024-12-11 00:00:00.000 Europe/Stockholm","200"
"2024-12-12 00:00:00.000 Europe/Stockholm","229"
"2024-12-13 00:00:00.000 Europe/Stockholm","217"
"2024-12-14 00:00:00.000 Europe/Stockholm","134"
"2024-12-15 00:00:00.000 Europe/Stockholm","200"
"2024-12-16 00:00:00.000 Europe/Stockholm","209"
"2024-12-17 00:00:00.000 Europe/Stockholm","183"
"2024-12-18 00:00:00.000 Europe/Stockholm","193"
"2024-12-19 00:00:00.000 Europe/Stockholm","237"
"2024-12-20 00:00:00.000 Europe/Stockholm","218"
"2024-12-21 00:00:00.000 Europe/Stockholm","159"
"2024-12-22 00:00:00.000 Europe/Stockholm","213"
"2024-12-23 00:00:00.000 Europe/Stockholm","198"
"2024-12-24 00:00:00.000 Europe/Stockholm","97"
"2024-12-25 00:00:00.000 Europe/Stockholm","109"
"2024-12-26 00:00:00.000 Europe/Stockholm","180"
"2024-12-27 00:00:00.000 Europe/Stockholm","192"
"2024-12-28 00:00:00.000 Europe/Stockholm","146"
"2024-12-29 00:00:00.000 Europe/Stockholm","202"
"2024-12-30 00:00:00.000 Europe/Stockholm","195"
"2024-12-31 00:00:00.000 Europe/Stockholm","123"
"2025-01-01 00:00:00.000 Europe/Stockholm","150"
"2025-01-02 00:00:00.000 Europe/Stockholm","213"
"2025-01-03 00:00:00.000 Europe/Stockholm","209"
"2025-01-04 00:00:00.000 Europe/Stockholm","159"
"2025-01-05 00:00:00.000 Europe/Stockholm","199"
"2025-01-06 00:00:00.000 Europe/Stockholm","211"
"2025-01-07 00:00:00.000 Europe/Stockholm","200"
"2025-01-08 00:00:00.000 Europe/Stockholm","173"
"2025-01-09 00:00:00.000 Europe/Stockholm","201"
"2025-01-10 00:00:00.000 Europe/Stockholm","208"
"2025-01-11 00:00:00.000 Europe/Stockholm","131"
"2025-01-12 00:00:00.000 Europe/Stockholm","204"
"2025-01-13 00:00:00.000 Europe/Stockholm","197"
"2025-01-14 00:00:00.000 Europe/Stockholm","173"
"2025-01-15 00:00:00.000 Europe/Stockholm","182"
"2025-01-16 00:00:00.000 Europe/Stockholm","207"
"2025-01-17 00:00:00.000 Europe/Stockholm","214"
"2025-01-18 00:00:00.000 Europe/Stockholm","129"
"2025-01-19 00:00:00.000 Europe/Stockholm","203"
"2025-01-20 00:00:00.000 Europe/Stockholm","195"
"2025-01-21 00:00:00.000 Europe/Stockholm","171"
"2025-01-22 00:00:00.000 Europe/Stockholm","187"
"2025-01-23 00:00:00.000 Europe/Stockholm","201"
"2025-01-24 00:00:00.000 Europe/Stockholm","223"
"2025-01-25 00:00:00.000 Europe/Stockholm","147"
"2025-01-26 00:00:00.000 Europe/Stockholm","202"
"2025-01-27 00:00:00.000 Europe/Stockholm","221"
"2025-01-28 00:00:00.000 Europe/Stockholm","189"
"2025-01-29 00:00:00.000 Europe/Stockholm","202"
"2025-01-30 00:00:00.000 Europe/Stockholm","219"
"2025-01-31 00:00:00.000 Europe/Stockholm","226"
"2025-02-01 00:00:00.000 Europe/Stockholm","156"
"2025-02-02 00:00:00.000 Europe/Stockholm","219"
"2025-02-03 00:00:00.000 Europe/Stockholm","241"
"2025-02-04 00:00:00.000 Europe/Stockholm","203"
"2025-02-05 00:00:00.000 Europe/Stockholm","229"
"2025-02-06 00:00:00.000 Europe/Stockholm","234"
"2025-02-07 00:00:00.000 Europe/Stockholm","253"
"2025-02-08 00:00:00.000 Europe/Stockholm","157"
"2025-02-09 00:00:00.000 Europe/Stockholm","224"
"2025-02-10 00:00:00.000 Europe/Stockholm","236"
"2025-02-11 00:00:00.000 Europe/Stockholm","201"
"2025-02-12 00:00:00.000 Europe/Stockholm","221"
"2025-02-13 00:00:00.000 Europe/Stockholm","230"
"2025-02-14 00:00:00.000 Europe/Stockholm","239"
"2025-02-15 00:00:00.000 Europe/Stockholm","162"
"2025-02-16 00:00:00.000 Europe/Stockholm","230"
"2025-02-17 00:00:00.000 Europe/Stockholm","245"
"2025-02-18 00:00:00.000 Europe/Stockholm","214"
"2025-02-19 00:00:00.000 Europe/Stockholm","221"
"2025-02-20 00:00:00.000 Europe/Stockholm","244"
"2025-02-21 00:00:00.000 Europe/Stockholm","262"
"2025-02-22 00:00:00.000 Europe/Stockholm","185"
"2025-02-23 00:00:00.000 Europe/Stockholm","234"
"2025-02-24 00:00:00.000 Europe/Stockholm","245"
"2025-02-25 00:00:00.000 Europe/Stockholm","208"
"2025-02-26 00:00:00.000 Europe/Stockholm","225"
"2025-02-27 00:00:00.000 Europe/Stockholm","228"
"2025-02-28 00:00:00.000 Europe/Stockholm","249"
"2025-03-01 00:00:00.000 Europe/Stockholm","195"
"2025-03-02 00:00:00.000 Europe/Stockholm","242"
"2025-03-03 00:00:00.000 Europe/Stockholm","258"
"2025-03-04 00:00:00.000 Europe/Stockholm","239"
"2025-03-05 00:00:00.000 Europe/Stockholm","254"
"2025-03-06 00:00:00.000 Europe/Stockholm","259"
"2025-03-07 00:00:00.000 Europe/Stockholm","259"
"2025-03-08 00:00:00.000 Europe/Stockholm","172"
"2025-03-09 00:00:00.000 Europe/Stockholm","238"
"2025-03-10 00:00:00.000 Europe/Stockholm","250"
"2025-03-11 00:00:00.000 Europe/Stockholm","240"
"2025-03-12 00:00:00.000 Europe/Stockholm","249"
"2025-03-13 00:00:00.000 Europe/Stockholm","261"
"2025-03-14 00:00:00.000 Europe/Stockholm","265"
"2025-03-15 00:00:00.000 Europe/Stockholm","169"
"2025-03-16 00:00:00.000 Europe/Stockholm","243"
"2025-03-17 00:00:00.000 Europe/Stockholm","263"
"2025-03-18 00:00:00.000 Europe/Stockholm","243"
"2025-03-19 00:00:00.000 Europe/Stockholm","252"
"2025-03-20 00:00:00.000 Europe/Stockholm","268"
"2025-03-21 00:00:00.000 Europe/Stockholm","274"
"2025-03-22 00:00:00.000 Europe/Stockholm","171"
"2025-03-23 00:00:00.000 Europe/Stockholm","243"
"2025-03-24 00:00:00.000 Europe/Stockholm","262"
"2025-03-25 00:00:00.000 Europe/Stockholm","246"
"2025-03-26 00:00:00.000 Europe/Stockholm","257"
"2025-03-27 00:00:00.000 Europe/Stockholm","264"
"2025-03-28 00:00:00.000 Europe/Stockholm","271"
"2025-03-29 00:00:00.000 Europe/Stockholm","173"
"2025-03-30 00:00:00.000 Europe/Stockholm","263"
"2025-03-31 00:00:00.000 Europe/Stockholm","280"
"2025-04-01 00:00:00.000 Europe/Stockholm","293"
"2025-04-02 00:00:00.000 Europe/Stockholm","279"
"2025-04-03 00:00:00.000 Europe/Stockholm","276"
"2025-04-04 00:00:00.000 Europe/Stockholm","300"
"2025-04-05 00:00:00.000 Europe/Stockholm","187"
"2025-04-06 00:00:00.000 Europe/Stockholm","280"
"2025-04-07 00:00:00.000 Europe/Stockholm","294"
"2025-04-08 00:00:00.000 Europe/Stockholm","300"
"2025-04-09 00:00:00.000 Europe/Stockholm","298"
"2025-04-10 00:00:00.000 Europe/Stockholm","291"
"2025-04-11 00:00:00.000 Europe/Stockholm","290"
