"flight_date","total_landings"
"2022-08-19 00:00:00.000 Europe/Stockholm","1362"
"2022-08-20 00:00:00.000 Europe/Stockholm","394"
"2022-08-21 00:00:00.000 Europe/Stockholm","287"
"2022-08-22 00:00:00.000 Europe/Stockholm","816"
"2022-08-23 00:00:00.000 Europe/Stockholm","255"
"2022-08-24 00:00:00.000 Europe/Stockholm","262"
"2022-08-25 00:00:00.000 Europe/Stockholm","533"
"2022-08-26 00:00:00.000 Europe/Stockholm","816"
"2022-08-27 00:00:00.000 Europe/Stockholm","221"
"2022-08-28 00:00:00.000 Europe/Stockholm","262"
"2022-08-29 00:00:00.000 Europe/Stockholm","554"
"2022-08-30 00:00:00.000 Europe/Stockholm","516"
"2022-08-31 00:00:00.000 Europe/Stockholm","536"
"2022-09-01 00:00:00.000 Europe/Stockholm","283"
"2022-09-02 00:00:00.000 Europe/Stockholm","279"
"2022-09-03 00:00:00.000 Europe/Stockholm","1093"
"2022-09-04 00:00:00.000 Europe/Stockholm","1373"
"2022-09-05 00:00:00.000 Europe/Stockholm","890"
"2022-09-06 00:00:00.000 Europe/Stockholm","279"
"2022-09-07 00:00:00.000 Europe/Stockholm","533"
"2022-09-08 00:00:00.000 Europe/Stockholm","275"
"2022-09-09 00:00:00.000 Europe/Stockholm","1128"
"2022-09-10 00:00:00.000 Europe/Stockholm","392"
"2022-09-11 00:00:00.000 Europe/Stockholm","524"
"2022-09-12 00:00:00.000 Europe/Stockholm","570"
"2022-09-13 00:00:00.000 Europe/Stockholm","528"
"2022-09-14 00:00:00.000 Europe/Stockholm","1321"
"2022-09-15 00:00:00.000 Europe/Stockholm","309"
"2022-09-16 00:00:00.000 Europe/Stockholm","524"
"2022-09-17 00:00:00.000 Europe/Stockholm","386"
"2022-09-18 00:00:00.000 Europe/Stockholm","289"
"2022-09-19 00:00:00.000 Europe/Stockholm","1300"
"2022-09-20 00:00:00.000 Europe/Stockholm","304"
"2022-09-21 00:00:00.000 Europe/Stockholm","814"
"2022-09-22 00:00:00.000 Europe/Stockholm","566"
"2022-09-23 00:00:00.000 Europe/Stockholm","567"
"2022-09-24 00:00:00.000 Europe/Stockholm","767"
"2022-09-25 00:00:00.000 Europe/Stockholm","568"
"2022-09-26 00:00:00.000 Europe/Stockholm","566"
"2022-09-27 00:00:00.000 Europe/Stockholm","270"
"2022-09-28 00:00:00.000 Europe/Stockholm","544"
"2022-09-29 00:00:00.000 Europe/Stockholm","530"
"2022-09-30 00:00:00.000 Europe/Stockholm","821"
"2022-10-01 00:00:00.000 Europe/Stockholm","197"
"2022-10-02 00:00:00.000 Europe/Stockholm","1194"
"2022-10-03 00:00:00.000 Europe/Stockholm","333"
"2022-10-04 00:00:00.000 Europe/Stockholm","255"
"2022-10-05 00:00:00.000 Europe/Stockholm","269"
"2022-10-06 00:00:00.000 Europe/Stockholm","267"
"2022-10-07 00:00:00.000 Europe/Stockholm","1608"
"2022-10-08 00:00:00.000 Europe/Stockholm","544"
"2022-10-09 00:00:00.000 Europe/Stockholm","292"
"2022-10-10 00:00:00.000 Europe/Stockholm","279"
"2022-10-11 00:00:00.000 Europe/Stockholm","511"
"2022-10-12 00:00:00.000 Europe/Stockholm","287"
"2022-10-13 00:00:00.000 Europe/Stockholm","512"
"2022-10-14 00:00:00.000 Europe/Stockholm","528"
"2022-10-15 00:00:00.000 Europe/Stockholm","174"
"2022-10-16 00:00:00.000 Europe/Stockholm","1162"
"2022-10-17 00:00:00.000 Europe/Stockholm","844"
"2022-10-18 00:00:00.000 Europe/Stockholm","261"
"2022-10-19 00:00:00.000 Europe/Stockholm","256"
"2022-10-20 00:00:00.000 Europe/Stockholm","506"
"2022-10-21 00:00:00.000 Europe/Stockholm","272"
"2022-10-22 00:00:00.000 Europe/Stockholm","169"
"2022-10-23 00:00:00.000 Europe/Stockholm","240"
"2022-10-24 00:00:00.000 Europe/Stockholm","267"
"2022-10-25 00:00:00.000 Europe/Stockholm","252"
"2022-10-26 00:00:00.000 Europe/Stockholm","265"
"2022-10-27 00:00:00.000 Europe/Stockholm","522"
"2022-10-28 00:00:00.000 Europe/Stockholm","282"
"2022-10-29 00:00:00.000 Europe/Stockholm","183"
"2022-10-30 00:00:00.000 Europe/Stockholm","253"
"2022-10-31 00:00:00.000 Europe/Stockholm","250"
"2022-11-01 00:00:00.000 Europe/Stockholm","222"
"2022-11-02 00:00:00.000 Europe/Stockholm","230"
"2022-11-03 00:00:00.000 Europe/Stockholm","231"
"2022-11-04 00:00:00.000 Europe/Stockholm","492"
"2022-11-05 00:00:00.000 Europe/Stockholm","182"
"2022-11-06 00:00:00.000 Europe/Stockholm","255"
"2022-11-07 00:00:00.000 Europe/Stockholm","522"
"2022-11-08 00:00:00.000 Europe/Stockholm","231"
"2022-11-09 00:00:00.000 Europe/Stockholm","237"
"2022-11-10 00:00:00.000 Europe/Stockholm","262"
"2022-11-11 00:00:00.000 Europe/Stockholm","257"
"2022-11-12 00:00:00.000 Europe/Stockholm","142"
"2022-11-13 00:00:00.000 Europe/Stockholm","220"
"2022-11-14 00:00:00.000 Europe/Stockholm","254"
"2022-11-15 00:00:00.000 Europe/Stockholm","233"
"2022-11-16 00:00:00.000 Europe/Stockholm","241"
"2022-11-17 00:00:00.000 Europe/Stockholm","256"
"2022-11-18 00:00:00.000 Europe/Stockholm","263"
"2022-11-19 00:00:00.000 Europe/Stockholm","140"
"2022-11-20 00:00:00.000 Europe/Stockholm","211"
"2022-11-21 00:00:00.000 Europe/Stockholm","221"
"2022-11-22 00:00:00.000 Europe/Stockholm","235"
"2022-11-23 00:00:00.000 Europe/Stockholm","229"
"2022-11-24 00:00:00.000 Europe/Stockholm","254"
"2022-11-25 00:00:00.000 Europe/Stockholm","520"
"2022-11-26 00:00:00.000 Europe/Stockholm","137"
"2022-11-27 00:00:00.000 Europe/Stockholm","435"
"2022-11-28 00:00:00.000 Europe/Stockholm","493"
"2022-11-29 00:00:00.000 Europe/Stockholm","223"
"2022-11-30 00:00:00.000 Europe/Stockholm","200"
"2022-12-01 00:00:00.000 Europe/Stockholm","223"
"2022-12-02 00:00:00.000 Europe/Stockholm","257"
"2022-12-03 00:00:00.000 Europe/Stockholm","141"
"2022-12-04 00:00:00.000 Europe/Stockholm","221"
"2022-12-05 00:00:00.000 Europe/Stockholm","242"
"2022-12-06 00:00:00.000 Europe/Stockholm","219"
"2022-12-07 00:00:00.000 Europe/Stockholm","225"
"2022-12-08 00:00:00.000 Europe/Stockholm","238"
"2022-12-09 00:00:00.000 Europe/Stockholm","500"
"2022-12-10 00:00:00.000 Europe/Stockholm","152"
"2022-12-11 00:00:00.000 Europe/Stockholm","438"
"2022-12-12 00:00:00.000 Europe/Stockholm","231"
"2022-12-13 00:00:00.000 Europe/Stockholm","204"
"2022-12-14 00:00:00.000 Europe/Stockholm","207"
"2022-12-15 00:00:00.000 Europe/Stockholm","239"
"2022-12-16 00:00:00.000 Europe/Stockholm","485"
"2022-12-17 00:00:00.000 Europe/Stockholm","310"
"2022-12-18 00:00:00.000 Europe/Stockholm","228"
"2022-12-19 00:00:00.000 Europe/Stockholm","467"
"2022-12-20 00:00:00.000 Europe/Stockholm","218"
"2022-12-21 00:00:00.000 Europe/Stockholm","240"
"2022-12-22 00:00:00.000 Europe/Stockholm","229"
"2022-12-23 00:00:00.000 Europe/Stockholm","193"
"2022-12-24 00:00:00.000 Europe/Stockholm","102"
"2022-12-25 00:00:00.000 Europe/Stockholm","84"
"2022-12-26 00:00:00.000 Europe/Stockholm","132"
"2022-12-27 00:00:00.000 Europe/Stockholm","175"
"2022-12-28 00:00:00.000 Europe/Stockholm","190"
"2022-12-29 00:00:00.000 Europe/Stockholm","203"
"2022-12-30 00:00:00.000 Europe/Stockholm","222"
"2022-12-31 00:00:00.000 Europe/Stockholm","113"
"2023-01-01 00:00:00.000 Europe/Stockholm","195"
"2023-01-02 00:00:00.000 Europe/Stockholm","209"
"2023-01-03 00:00:00.000 Europe/Stockholm","310"
"2023-01-04 00:00:00.000 Europe/Stockholm","196"
"2023-01-05 00:00:00.000 Europe/Stockholm","201"
"2023-01-06 00:00:00.000 Europe/Stockholm","189"
"2023-01-07 00:00:00.000 Europe/Stockholm","139"
"2023-01-08 00:00:00.000 Europe/Stockholm","228"
"2023-01-09 00:00:00.000 Europe/Stockholm","213"
"2023-01-10 00:00:00.000 Europe/Stockholm","178"
"2023-01-11 00:00:00.000 Europe/Stockholm","196"
"2023-01-12 00:00:00.000 Europe/Stockholm","195"
"2023-01-13 00:00:00.000 Europe/Stockholm","242"
"2023-01-14 00:00:00.000 Europe/Stockholm","144"
"2023-01-15 00:00:00.000 Europe/Stockholm","212"
"2023-01-16 00:00:00.000 Europe/Stockholm","221"
"2023-01-17 00:00:00.000 Europe/Stockholm","194"
"2023-01-18 00:00:00.000 Europe/Stockholm","83"
"2023-01-19 00:00:00.000 Europe/Stockholm","43"
"2023-01-20 00:00:00.000 Europe/Stockholm","230"
"2023-01-21 00:00:00.000 Europe/Stockholm","139"
"2023-01-22 00:00:00.000 Europe/Stockholm","206"
"2023-01-23 00:00:00.000 Europe/Stockholm","221"
"2023-01-24 00:00:00.000 Europe/Stockholm","189"
"2023-01-25 00:00:00.000 Europe/Stockholm","201"
"2023-01-26 00:00:00.000 Europe/Stockholm","230"
"2023-01-27 00:00:00.000 Europe/Stockholm","239"
"2023-01-28 00:00:00.000 Europe/Stockholm","146"
"2023-01-29 00:00:00.000 Europe/Stockholm","218"
"2023-01-30 00:00:00.000 Europe/Stockholm","237"
"2023-01-31 00:00:00.000 Europe/Stockholm","212"
"2023-02-01 00:00:00.000 Europe/Stockholm","203"
"2023-02-02 00:00:00.000 Europe/Stockholm","240"
"2023-02-03 00:00:00.000 Europe/Stockholm","237"
"2023-02-04 00:00:00.000 Europe/Stockholm","153"
"2023-02-05 00:00:00.000 Europe/Stockholm","221"
"2023-02-06 00:00:00.000 Europe/Stockholm","228"
"2023-02-07 00:00:00.000 Europe/Stockholm","207"
"2023-02-08 00:00:00.000 Europe/Stockholm","210"
"2023-02-09 00:00:00.000 Europe/Stockholm","242"
"2023-02-10 00:00:00.000 Europe/Stockholm","248"
"2023-02-11 00:00:00.000 Europe/Stockholm","147"
"2023-02-12 00:00:00.000 Europe/Stockholm","232"
"2023-02-13 00:00:00.000 Europe/Stockholm","229"
"2023-02-14 00:00:00.000 Europe/Stockholm","206"
"2023-02-15 00:00:00.000 Europe/Stockholm","214"
"2023-02-16 00:00:00.000 Europe/Stockholm","248"
"2023-02-17 00:00:00.000 Europe/Stockholm","235"
"2023-02-18 00:00:00.000 Europe/Stockholm","154"
"2023-02-19 00:00:00.000 Europe/Stockholm","222"
"2023-02-20 00:00:00.000 Europe/Stockholm","241"
"2023-02-21 00:00:00.000 Europe/Stockholm","214"
"2023-02-22 00:00:00.000 Europe/Stockholm","236"
"2023-02-23 00:00:00.000 Europe/Stockholm","242"
"2023-02-24 00:00:00.000 Europe/Stockholm","269"
"2023-02-25 00:00:00.000 Europe/Stockholm","190"
"2023-02-26 00:00:00.000 Europe/Stockholm","237"
"2023-02-27 00:00:00.000 Europe/Stockholm","242"
"2023-02-28 00:00:00.000 Europe/Stockholm","223"
"2023-03-01 00:00:00.000 Europe/Stockholm","229"
"2023-03-02 00:00:00.000 Europe/Stockholm","245"
"2023-03-03 00:00:00.000 Europe/Stockholm","257"
"2023-03-04 00:00:00.000 Europe/Stockholm","200"
"2023-03-05 00:00:00.000 Europe/Stockholm","246"
"2023-03-06 00:00:00.000 Europe/Stockholm","255"
"2023-03-07 00:00:00.000 Europe/Stockholm","224"
"2023-03-08 00:00:00.000 Europe/Stockholm","215"
"2023-03-09 00:00:00.000 Europe/Stockholm","264"
"2023-03-10 00:00:00.000 Europe/Stockholm","258"
"2023-03-11 00:00:00.000 Europe/Stockholm","171"
"2023-03-12 00:00:00.000 Europe/Stockholm","246"
"2023-03-13 00:00:00.000 Europe/Stockholm","239"
"2023-03-14 00:00:00.000 Europe/Stockholm","230"
"2023-03-15 00:00:00.000 Europe/Stockholm","244"
"2023-03-16 00:00:00.000 Europe/Stockholm","252"
"2023-03-17 00:00:00.000 Europe/Stockholm","260"
"2023-03-18 00:00:00.000 Europe/Stockholm","167"
"2023-03-19 00:00:00.000 Europe/Stockholm","231"
"2023-03-20 00:00:00.000 Europe/Stockholm","248"
"2023-03-21 00:00:00.000 Europe/Stockholm","233"
"2023-03-22 00:00:00.000 Europe/Stockholm","249"
"2023-03-23 00:00:00.000 Europe/Stockholm","269"
"2023-03-24 00:00:00.000 Europe/Stockholm","260"
"2023-03-25 00:00:00.000 Europe/Stockholm","168"
"2023-03-26 00:00:00.000 Europe/Stockholm","234"
"2023-03-27 00:00:00.000 Europe/Stockholm","250"
"2023-03-28 00:00:00.000 Europe/Stockholm","261"
"2023-03-29 00:00:00.000 Europe/Stockholm","263"
"2023-03-30 00:00:00.000 Europe/Stockholm","258"
"2023-03-31 00:00:00.000 Europe/Stockholm","286"
"2023-04-01 00:00:00.000 Europe/Stockholm","172"
"2023-04-02 00:00:00.000 Europe/Stockholm","260"
"2023-04-03 00:00:00.000 Europe/Stockholm","255"
"2023-04-04 00:00:00.000 Europe/Stockholm","239"
"2023-04-05 00:00:00.000 Europe/Stockholm","252"
"2023-04-06 00:00:00.000 Europe/Stockholm","260"
"2023-04-07 00:00:00.000 Europe/Stockholm","215"
"2023-04-08 00:00:00.000 Europe/Stockholm","162"
"2023-04-09 00:00:00.000 Europe/Stockholm","252"
"2023-04-10 00:00:00.000 Europe/Stockholm","245"
"2023-04-11 00:00:00.000 Europe/Stockholm","257"
"2023-04-12 00:00:00.000 Europe/Stockholm","252"
"2023-04-13 00:00:00.000 Europe/Stockholm","268"
"2023-04-14 00:00:00.000 Europe/Stockholm","268"
"2023-04-15 00:00:00.000 Europe/Stockholm","181"
"2023-04-16 00:00:00.000 Europe/Stockholm","255"
"2023-04-17 00:00:00.000 Europe/Stockholm","282"
"2023-04-18 00:00:00.000 Europe/Stockholm","272"
"2023-04-19 00:00:00.000 Europe/Stockholm","262"
"2023-04-20 00:00:00.000 Europe/Stockholm","282"
"2023-04-21 00:00:00.000 Europe/Stockholm","280"
"2023-04-22 00:00:00.000 Europe/Stockholm","172"
"2023-04-23 00:00:00.000 Europe/Stockholm","247"
"2023-04-24 00:00:00.000 Europe/Stockholm","285"
"2023-04-25 00:00:00.000 Europe/Stockholm","256"
"2023-04-26 00:00:00.000 Europe/Stockholm","270"
"2023-04-27 00:00:00.000 Europe/Stockholm","281"
"2023-04-28 00:00:00.000 Europe/Stockholm","284"
"2023-04-29 00:00:00.000 Europe/Stockholm","175"
"2023-04-30 00:00:00.000 Europe/Stockholm","234"
"2023-05-01 00:00:00.000 Europe/Stockholm","245"
"2023-05-02 00:00:00.000 Europe/Stockholm","269"
"2023-05-03 00:00:00.000 Europe/Stockholm","280"
"2023-05-04 00:00:00.000 Europe/Stockholm","290"
"2023-05-05 00:00:00.000 Europe/Stockholm","289"
"2023-05-06 00:00:00.000 Europe/Stockholm","180"
"2023-05-07 00:00:00.000 Europe/Stockholm","260"
"2023-05-08 00:00:00.000 Europe/Stockholm","289"
"2023-05-09 00:00:00.000 Europe/Stockholm","277"
"2023-05-10 00:00:00.000 Europe/Stockholm","287"
"2023-05-11 00:00:00.000 Europe/Stockholm","294"
"2023-05-12 00:00:00.000 Europe/Stockholm","296"
"2023-05-13 00:00:00.000 Europe/Stockholm","189"
"2023-05-14 00:00:00.000 Europe/Stockholm","274"
"2023-05-15 00:00:00.000 Europe/Stockholm","276"
"2023-05-16 00:00:00.000 Europe/Stockholm","271"
"2023-05-17 00:00:00.000 Europe/Stockholm","271"
"2023-05-18 00:00:00.000 Europe/Stockholm","249"
"2023-05-19 00:00:00.000 Europe/Stockholm","225"
"2023-05-20 00:00:00.000 Europe/Stockholm","184"
"2023-05-21 00:00:00.000 Europe/Stockholm","271"
"2023-05-22 00:00:00.000 Europe/Stockholm","293"
"2023-05-23 00:00:00.000 Europe/Stockholm","284"
"2023-05-24 00:00:00.000 Europe/Stockholm","279"
"2023-05-25 00:00:00.000 Europe/Stockholm","290"
"2023-05-26 00:00:00.000 Europe/Stockholm","288"
"2023-05-27 00:00:00.000 Europe/Stockholm","207"
"2023-05-28 00:00:00.000 Europe/Stockholm","272"
"2023-05-29 00:00:00.000 Europe/Stockholm","287"
"2023-05-30 00:00:00.000 Europe/Stockholm","288"
"2023-05-31 00:00:00.000 Europe/Stockholm","291"
"2023-06-01 00:00:00.000 Europe/Stockholm","305"
"2023-06-02 00:00:00.000 Europe/Stockholm","310"
"2023-06-03 00:00:00.000 Europe/Stockholm","210"
"2023-06-04 00:00:00.000 Europe/Stockholm","275"
"2023-06-05 00:00:00.000 Europe/Stockholm","279"
"2023-06-06 00:00:00.000 Europe/Stockholm","257"
"2023-06-07 00:00:00.000 Europe/Stockholm","290"
"2023-06-08 00:00:00.000 Europe/Stockholm","286"
"2023-06-09 00:00:00.000 Europe/Stockholm","304"
"2023-06-10 00:00:00.000 Europe/Stockholm","206"
"2023-06-11 00:00:00.000 Europe/Stockholm","280"
"2023-06-12 00:00:00.000 Europe/Stockholm","298"
"2023-06-13 00:00:00.000 Europe/Stockholm","291"
"2023-06-14 00:00:00.000 Europe/Stockholm","295"
"2023-06-15 00:00:00.000 Europe/Stockholm","308"
"2023-06-16 00:00:00.000 Europe/Stockholm","317"
"2023-06-17 00:00:00.000 Europe/Stockholm","215"
"2023-06-18 00:00:00.000 Europe/Stockholm","273"
"2023-06-19 00:00:00.000 Europe/Stockholm","302"
"2023-06-20 00:00:00.000 Europe/Stockholm","286"
"2023-06-21 00:00:00.000 Europe/Stockholm","243"
"2023-06-22 00:00:00.000 Europe/Stockholm","290"
"2023-06-23 00:00:00.000 Europe/Stockholm","228"
"2023-06-24 00:00:00.000 Europe/Stockholm","212"
"2023-06-25 00:00:00.000 Europe/Stockholm","269"
"2023-06-26 00:00:00.000 Europe/Stockholm","290"
"2023-06-27 00:00:00.000 Europe/Stockholm","284"
"2023-06-28 00:00:00.000 Europe/Stockholm","278"
"2023-06-29 00:00:00.000 Europe/Stockholm","278"
"2023-06-30 00:00:00.000 Europe/Stockholm","267"
"2023-07-01 00:00:00.000 Europe/Stockholm","236"
"2023-07-02 00:00:00.000 Europe/Stockholm","270"
"2023-07-03 00:00:00.000 Europe/Stockholm","262"
"2023-07-04 00:00:00.000 Europe/Stockholm","256"
"2023-07-05 00:00:00.000 Europe/Stockholm","253"
"2023-07-06 00:00:00.000 Europe/Stockholm","261"
"2023-07-07 00:00:00.000 Europe/Stockholm","281"
"2023-07-08 00:00:00.000 Europe/Stockholm","233"
"2023-07-09 00:00:00.000 Europe/Stockholm","266"
"2023-07-10 00:00:00.000 Europe/Stockholm","266"
"2023-07-11 00:00:00.000 Europe/Stockholm","255"
"2023-07-12 00:00:00.000 Europe/Stockholm","262"
"2023-07-13 00:00:00.000 Europe/Stockholm","254"
"2023-07-14 00:00:00.000 Europe/Stockholm","281"
"2023-07-15 00:00:00.000 Europe/Stockholm","218"
"2023-07-16 00:00:00.000 Europe/Stockholm","269"
"2023-07-17 00:00:00.000 Europe/Stockholm","265"
"2023-07-18 00:00:00.000 Europe/Stockholm","268"
"2023-07-19 00:00:00.000 Europe/Stockholm","247"
"2023-07-20 00:00:00.000 Europe/Stockholm","259"
"2023-07-21 00:00:00.000 Europe/Stockholm","271"
"2023-07-22 00:00:00.000 Europe/Stockholm","230"
"2023-07-23 00:00:00.000 Europe/Stockholm","267"
"2023-07-24 00:00:00.000 Europe/Stockholm","257"
"2023-07-25 00:00:00.000 Europe/Stockholm","256"
"2023-07-26 00:00:00.000 Europe/Stockholm","266"
"2023-07-27 00:00:00.000 Europe/Stockholm","269"
"2023-07-28 00:00:00.000 Europe/Stockholm","271"
"2023-07-29 00:00:00.000 Europe/Stockholm","224"
"2023-07-30 00:00:00.000 Europe/Stockholm","248"
"2023-07-31 00:00:00.000 Europe/Stockholm","278"
"2023-08-01 00:00:00.000 Europe/Stockholm","240"
"2023-08-02 00:00:00.000 Europe/Stockholm","257"
"2023-08-03 00:00:00.000 Europe/Stockholm","265"
"2023-08-04 00:00:00.000 Europe/Stockholm","275"
"2023-08-05 00:00:00.000 Europe/Stockholm","232"
"2023-08-06 00:00:00.000 Europe/Stockholm","263"
"2023-08-07 00:00:00.000 Europe/Stockholm","274"
"2023-08-08 00:00:00.000 Europe/Stockholm","250"
"2023-08-09 00:00:00.000 Europe/Stockholm","268"
"2023-08-10 00:00:00.000 Europe/Stockholm","254"
"2023-08-11 00:00:00.000 Europe/Stockholm","273"
"2023-08-12 00:00:00.000 Europe/Stockholm","222"
"2023-08-13 00:00:00.000 Europe/Stockholm","259"
"2023-08-14 00:00:00.000 Europe/Stockholm","286"
"2023-08-15 00:00:00.000 Europe/Stockholm","265"
"2023-08-16 00:00:00.000 Europe/Stockholm","270"
"2023-08-17 00:00:00.000 Europe/Stockholm","273"
"2023-08-18 00:00:00.000 Europe/Stockholm","290"
"2023-08-19 00:00:00.000 Europe/Stockholm","222"
"2023-08-20 00:00:00.000 Europe/Stockholm","269"
"2023-08-21 00:00:00.000 Europe/Stockholm","281"
"2023-08-22 00:00:00.000 Europe/Stockholm","259"
"2023-08-23 00:00:00.000 Europe/Stockholm","280"
"2023-08-24 00:00:00.000 Europe/Stockholm","270"
"2023-08-25 00:00:00.000 Europe/Stockholm","284"
"2023-08-26 00:00:00.000 Europe/Stockholm","211"
"2023-08-27 00:00:00.000 Europe/Stockholm","268"
"2023-08-28 00:00:00.000 Europe/Stockholm","290"
"2023-08-29 00:00:00.000 Europe/Stockholm","270"
"2023-08-30 00:00:00.000 Europe/Stockholm","275"
"2023-08-31 00:00:00.000 Europe/Stockholm","291"
"2023-09-01 00:00:00.000 Europe/Stockholm","293"
"2023-09-02 00:00:00.000 Europe/Stockholm","217"
"2023-09-03 00:00:00.000 Europe/Stockholm","274"
"2023-09-04 00:00:00.000 Europe/Stockholm","306"
"2023-09-05 00:00:00.000 Europe/Stockholm","286"
"2023-09-06 00:00:00.000 Europe/Stockholm","289"
"2023-09-07 00:00:00.000 Europe/Stockholm","301"
"2023-09-08 00:00:00.000 Europe/Stockholm","307"
"2023-09-09 00:00:00.000 Europe/Stockholm","216"
"2023-09-10 00:00:00.000 Europe/Stockholm","273"
"2023-09-11 00:00:00.000 Europe/Stockholm","296"
"2023-09-12 00:00:00.000 Europe/Stockholm","286"
"2023-09-13 00:00:00.000 Europe/Stockholm","299"
"2023-09-14 00:00:00.000 Europe/Stockholm","308"
"2023-09-15 00:00:00.000 Europe/Stockholm","304"
"2023-09-16 00:00:00.000 Europe/Stockholm","214"
"2023-09-17 00:00:00.000 Europe/Stockholm","263"
"2023-09-18 00:00:00.000 Europe/Stockholm","300"
"2023-09-19 00:00:00.000 Europe/Stockholm","287"
"2023-09-20 00:00:00.000 Europe/Stockholm","294"
"2023-09-21 00:00:00.000 Europe/Stockholm","301"
"2023-09-22 00:00:00.000 Europe/Stockholm","295"
"2023-09-23 00:00:00.000 Europe/Stockholm","223"
"2023-09-24 00:00:00.000 Europe/Stockholm","258"
"2023-09-25 00:00:00.000 Europe/Stockholm","293"
"2023-09-26 00:00:00.000 Europe/Stockholm","265"
"2023-09-27 00:00:00.000 Europe/Stockholm","281"
"2023-09-28 00:00:00.000 Europe/Stockholm","286"
"2023-09-29 00:00:00.000 Europe/Stockholm","288"
"2023-09-30 00:00:00.000 Europe/Stockholm","204"
"2023-10-01 00:00:00.000 Europe/Stockholm","257"
"2023-10-02 00:00:00.000 Europe/Stockholm","282"
"2023-10-03 00:00:00.000 Europe/Stockholm","267"
"2023-10-04 00:00:00.000 Europe/Stockholm","253"
"2023-10-05 00:00:00.000 Europe/Stockholm","242"
"2023-10-06 00:00:00.000 Europe/Stockholm","233"
"2023-10-07 00:00:00.000 Europe/Stockholm","125"
"2023-10-08 00:00:00.000 Europe/Stockholm","183"
"2023-10-09 00:00:00.000 Europe/Stockholm","196"
"2023-10-10 00:00:00.000 Europe/Stockholm","207"
"2023-10-11 00:00:00.000 Europe/Stockholm","216"
"2023-10-12 00:00:00.000 Europe/Stockholm","211"
"2023-10-13 00:00:00.000 Europe/Stockholm","24"
"2023-10-14 00:00:00.000 Europe/Stockholm","84"
"2023-10-15 00:00:00.000 Europe/Stockholm","262"
"2023-10-16 00:00:00.000 Europe/Stockholm","295"
"2023-10-17 00:00:00.000 Europe/Stockholm","283"
"2023-10-18 00:00:00.000 Europe/Stockholm","289"
"2023-10-19 00:00:00.000 Europe/Stockholm","282"
"2023-10-20 00:00:00.000 Europe/Stockholm","287"
"2023-10-21 00:00:00.000 Europe/Stockholm","197"
"2023-10-22 00:00:00.000 Europe/Stockholm","255"
"2023-10-23 00:00:00.000 Europe/Stockholm","237"
"2023-10-24 00:00:00.000 Europe/Stockholm","248"
"2023-10-25 00:00:00.000 Europe/Stockholm","283"
"2023-10-26 00:00:00.000 Europe/Stockholm","294"
"2023-10-27 00:00:00.000 Europe/Stockholm","302"
"2023-10-28 00:00:00.000 Europe/Stockholm","193"
"2023-10-29 00:00:00.000 Europe/Stockholm","254"
"2023-10-30 00:00:00.000 Europe/Stockholm","245"
"2023-10-31 00:00:00.000 Europe/Stockholm","226"
"2023-11-01 00:00:00.000 Europe/Stockholm","226"
"2023-11-02 00:00:00.000 Europe/Stockholm","233"
"2023-11-03 00:00:00.000 Europe/Stockholm","260"
"2023-11-04 00:00:00.000 Europe/Stockholm","178"
"2023-11-05 00:00:00.000 Europe/Stockholm","254"
"2023-11-06 00:00:00.000 Europe/Stockholm","275"
"2023-11-07 00:00:00.000 Europe/Stockholm","224"
"2023-11-08 00:00:00.000 Europe/Stockholm","226"
"2023-11-09 00:00:00.000 Europe/Stockholm","244"
"2023-11-10 00:00:00.000 Europe/Stockholm","255"
"2023-11-11 00:00:00.000 Europe/Stockholm","156"
"2023-11-12 00:00:00.000 Europe/Stockholm","234"
"2023-11-13 00:00:00.000 Europe/Stockholm","251"
"2023-11-14 00:00:00.000 Europe/Stockholm","229"
"2023-11-15 00:00:00.000 Europe/Stockholm","191"
"2023-11-16 00:00:00.000 Europe/Stockholm","221"
"2023-11-17 00:00:00.000 Europe/Stockholm","264"
"2023-11-18 00:00:00.000 Europe/Stockholm","156"
"2023-11-19 00:00:00.000 Europe/Stockholm","239"
"2023-11-20 00:00:00.000 Europe/Stockholm","266"
"2023-11-21 00:00:00.000 Europe/Stockholm","213"
"2023-11-22 00:00:00.000 Europe/Stockholm","209"
"2023-11-23 00:00:00.000 Europe/Stockholm","246"
"2023-11-24 00:00:00.000 Europe/Stockholm","260"
"2023-11-25 00:00:00.000 Europe/Stockholm","142"
"2023-11-26 00:00:00.000 Europe/Stockholm","229"
"2023-11-27 00:00:00.000 Europe/Stockholm","255"
"2023-11-28 00:00:00.000 Europe/Stockholm","204"
"2023-11-29 00:00:00.000 Europe/Stockholm","217"
"2023-11-30 00:00:00.000 Europe/Stockholm","234"
"2023-12-01 00:00:00.000 Europe/Stockholm","250"
"2023-12-02 00:00:00.000 Europe/Stockholm","26"
"2023-12-06 00:00:00.000 Europe/Stockholm","200"
"2023-12-07 00:00:00.000 Europe/Stockholm","227"
"2023-12-08 00:00:00.000 Europe/Stockholm","250"
"2023-12-09 00:00:00.000 Europe/Stockholm","141"
"2023-12-10 00:00:00.000 Europe/Stockholm","216"
"2023-12-11 00:00:00.000 Europe/Stockholm","234"
"2023-12-12 00:00:00.000 Europe/Stockholm","202"
"2023-12-13 00:00:00.000 Europe/Stockholm","207"
"2023-12-14 00:00:00.000 Europe/Stockholm","234"
"2023-12-15 00:00:00.000 Europe/Stockholm","250"
"2023-12-16 00:00:00.000 Europe/Stockholm","166"
